Time,StepCount,l1,l2,m1,m2,q1,q2,ref1,ref2,Kp1,Kd1,Ki1,Kp2,Kd2,Ki2
1.42,142,0,0,0,0,1.65826,-1.65824,0,0,0,0,0,0,0,0
1.43,143,0,0,0,0,1.65795,-1.65795,0,0,0,0,0,0,0,0
1.44,144,0,0,0,0,1.65765,-1.65766,0,0,0,0,0,0,0,0
1.45,145,0,0,0,0,1.65735,-1.65736,0,0,0,0,0,0,0,0
1.46,146,0,0,0,0,1.65704,-1.65707,0,0,0,0,0,0,0,0
1.47,147,0,0,0,0,1.65674,-1.65678,0,0,0,0,0,0,0,0
1.48,148,0,0,0,0,1.65644,-1.65649,0,0,0,0,0,0,0,0
1.49,149,0,0,0,0,1.65613,-1.6562,0,0,0,0,0,0,0,0
1.5,150,0,0,0,0,1.65583,-1.65591,0,0,0,0,0,0,0,0
1.51,151,0,0,0,0,1.65553,-1.65561,0,0,0,0,0,0,0,0
1.52,152,0,0,0,0,1.65523,-1.65532,0,0,0,0,0,0,0,0
1.53,153,0,0,0,0,1.65493,-1.65503,0,0,0,0,0,0,0,0
1.54,154,0,0,0,0,1.65463,-1.65474,0,0,0,0,0,0,0,0
1.55,155,0,0,0,0,1.65433,-1.65446,0,0,0,0,0,0,0,0
1.56,156,0,0,0,0,1.65403,-1.65417,0,0,0,0,0,0,0,0
1.57,157,0,0,0,0,1.65373,-1.65388,0,0,0,0,0,0,0,0
1.58,158,0,0,0,0,1.65343,-1.65359,0,0,0,0,0,0,0,0
1.59,159,0,0,0,0,1.65313,-1.65331,0,0,0,0,0,0,0,0
1.6,160,0,0,0,0,1.65283,-1.65302,0,0,0,0,0,0,0,0
1.61,161,0,0,0,0,1.65254,-1.65273,0,0,0,0,0,0,0,0
1.62,162,0,0,0,0,1.65224,-1.65245,0,0,0,0,0,0,0,0
1.63,163,0,0,0,0,1.65195,-1.65217,0,0,0,0,0,0,0,0
1.64,164,0,0,0,0,1.65165,-1.65188,0,0,0,0,0,0,0,0
1.65,165,0,0,0,0,1.65136,-1.6516,0,0,0,0,0,0,0,0
1.66,166,0,0,0,0,1.65107,-1.65132,0,0,0,0,0,0,0,0
1.67,167,0,0,0,0,1.65077,-1.65104,0,0,0,0,0,0,0,0
1.68,168,0,0,0,0,1.65048,-1.65076,0,0,0,0,0,0,0,0
1.69,169,0,0,0,0,1.65019,-1.65048,0,0,0,0,0,0,0,0
1.7,170,0,0,0,0,1.6499,-1.6502,0,0,0,0,0,0,0,0
1.71,171,0,0,0,0,1.64961,-1.64992,0,0,0,0,0,0,0,0
1.72,172,0,0,0,0,1.64933,-1.64964,0,0,0,0,0,0,0,0
1.73,173,0,0,0,0,1.64904,-1.64937,0,0,0,0,0,0,0,0
1.74,174,0,0,0,0,1.64875,-1.64909,0,0,0,0,0,0,0,0
1.75,175,0,0,0,0,1.64847,-1.64882,0,0,0,0,0,0,0,0
1.76,176,0,0,0,0,1.64818,-1.64854,0,0,0,0,0,0,0,0
1.77,177,0,0,0,0,1.6479,-1.64827,0,0,0,0,0,0,0,0
1.78,178,0,0,0,0,1.64762,-1.648,0,0,0,0,0,0,0,0
1.79,179,0,0,0,0,1.64734,-1.64773,0,0,0,0,0,0,0,0
1.8,180,0,0,0,0,1.64706,-1.64746,0,0,0,0,0,0,0,0
1.81,181,0,0,0,0,1.64678,-1.64719,0,0,0,0,0,0,0,0
1.82,182,0,0,0,0,1.6465,-1.64692,0,0,0,0,0,0,0,0
1.83,183,0,0,0,0,1.64622,-1.64665,0,0,0,0,0,0,0,0
1.84,184,0,0,0,0,1.64594,-1.64638,0,0,0,0,0,0,0,0
1.85,185,0,0,0,0,1.64567,-1.64612,0,0,0,0,0,0,0,0
1.86,186,0,0,0,0,1.64539,-1.64585,0,0,0,0,0,0,0,0
1.87,187,0,0,0,0,1.64512,-1.64559,0,0,0,0,0,0,0,0
1.88,188,0,0,0,0,1.64484,-1.64532,0,0,0,0,0,0,0,0
1.89,189,0,0,0,0,1.64457,-1.64506,0,0,0,0,0,0,0,0
1.9,190,0,0,0,0,1.6443,-1.6448,0,0,0,0,0,0,0,0
1.91,191,0,0,0,0,1.64403,-1.64454,0,0,0,0,0,0,0,0
1.92,192,0,0,0,0,1.64376,-1.64428,0,0,0,0,0,0,0,0
1.93,193,0,0,0,0,1.64349,-1.64402,0,0,0,0,0,0,0,0
1.94,194,0,0,0,0,1.64322,-1.64376,0,0,0,0,0,0,0,0
1.95,195,0,0,0,0,1.64296,-1.6435,0,0,0,0,0,0,0,0
1.96,196,0,0,0,0,1.64269,-1.64324,0,0,0,0,0,0,0,0
1.97,197,0,0,0,0,1.64242,-1.64299,0,0,0,0,0,0,0,0
1.98,198,0,0,0,0,1.64216,-1.64273,0,0,0,0,0,0,0,0
1.99,199,0,0,0,0,1.6419,-1.64248,0,0,0,0,0,0,0,0
2,200,0,0,0,0,1.64163,-1.64222,0,0,0,0,0,0,0,0
2.01,201,0,0,0,0,1.64137,-1.64197,0,0,0,0,0,0,0,0
2.02,202,0,0,0,0,1.64111,-1.64172,0,0,0,0,0,0,0,0
2.03,203,0,0,0,0,1.64085,-1.64147,0,0,0,0,0,0,0,0
2.04,204,0,0,0,0,1.64059,-1.64122,0,0,0,0,0,0,0,0
2.05,205,0,0,0,0,1.64034,-1.64097,0,0,0,0,0,0,0,0
2.06,206,0,0,0,0,1.64008,-1.64072,0,0,0,0,0,0,0,0
2.07,207,0,0,0,0,1.63982,-1.64047,0,0,0,0,0,0,0,0
2.08,208,0,0,0,0,1.63957,-1.64023,0,0,0,0,0,0,0,0
2.09,209,0,0,0,0,1.63932,-1.63998,0,0,0,0,0,0,0,0
2.1,210,0,0,0,0,1.63906,-1.63974,0,0,0,0,0,0,0,0
2.11,211,0,0,0,0,1.63881,-1.63949,0,0,0,0,0,0,0,0
2.12,212,0,0,0,0,1.63856,-1.63925,0,0,0,0,0,0,0,0
2.13,213,0,0,0,0,1.63831,-1.63901,0,0,0,0,0,0,0,0
2.14,214,0,0,0,0,1.63806,-1.63877,0,0,0,0,0,0,0,0
2.15,215,0,0,0,0,1.63781,-1.63853,0,0,0,0,0,0,0,0
2.16,216,0,0,0,0,1.63756,-1.63829,0,0,0,0,0,0,0,0
2.17,217,0,0,0,0,1.63732,-1.63805,0,0,0,0,0,0,0,0
2.18,218,0,0,0,0,1.63707,-1.63781,0,0,0,0,0,0,0,0
2.19,219,0,0,0,0,1.63682,-1.63757,0,0,0,0,0,0,0,0
2.2,220,0,0,0,0,1.63658,-1.63733,0,0,0,0,0,0,0,0
2.21,221,0,0,0,0,1.63634,-1.6371,0,0,0,0,0,0,0,0
2.22,222,0,0,0,0,1.63609,-1.63686,0,0,0,0,0,0,0,0
2.23,223,0,0,0,0,1.63585,-1.63663,0,0,0,0,0,0,0,0
2.24,224,0,0,0,0,1.63561,-1.6364,0,0,0,0,0,0,0,0
2.25,225,0,0,0,0,1.63537,-1.63616,0,0,0,0,0,0,0,0
2.26,226,0,0,0,0,1.63513,-1.63593,0,0,0,0,0,0,0,0
2.27,227,0,0,0,0,1.6349,-1.6357,0,0,0,0,0,0,0,0
2.28,228,0,0,0,0,1.63466,-1.63547,0,0,0,0,0,0,0,0
2.29,229,0,0,0,0,1.63442,-1.63524,0,0,0,0,0,0,0,0
2.3,230,0,0,0,0,1.63419,-1.63501,0,0,0,0,0,0,0,0
2.31,231,0,0,0,0,1.63395,-1.63478,0,0,0,0,0,0,0,0
2.32,232,0,0,0,0,1.63372,-1.63456,0,0,0,0,0,0,0,0
2.33,233,0,0,0,0,1.63348,-1.63433,0,0,0,0,0,0,0,0
2.34,234,0,0,0,0,1.63325,-1.63411,0,0,0,0,0,0,0,0
2.35,235,0,0,0,0,1.63302,-1.63388,0,0,0,0,0,0,0,0
2.36,236,0,0,0,0,1.63279,-1.63366,0,0,0,0,0,0,0,0
2.37,237,0,0,0,0,1.63256,-1.63343,0,0,0,0,0,0,0,0
2.38,238,0,0,0,0,1.63233,-1.63321,0,0,0,0,0,0,0,0
2.39,239,0,0,0,0,1.6321,-1.63299,0,0,0,0,0,0,0,0
2.4,240,0,0,0,0,1.63188,-1.63277,0,0,0,0,0,0,0,0
2.41,241,0,0,0,0,1.63165,-1.63255,0,0,0,0,0,0,0,0
2.42,242,0,0,0,0,1.63143,-1.63233,0,0,0,0,0,0,0,0
2.43,243,0,0,0,0,1.6312,-1.63211,0,0,0,0,0,0,0,0
2.44,244,0,0,0,0,1.63098,-1.63189,0,0,0,0,0,0,0,0
2.45,245,0,0,0,0,1.63075,-1.63168,0,0,0,0,0,0,0,0
2.46,246,0,0,0,0,1.63053,-1.63146,0,0,0,0,0,0,0,0
2.47,247,0,0,0,0,1.63031,-1.63125,0,0,0,0,0,0,0,0
2.48,248,0,0,0,0,1.63009,-1.63103,0,0,0,0,0,0,0,0
2.49,249,0,0,0,0,1.62987,-1.63082,0,0,0,0,0,0,0,0
2.5,250,0,0,0,0,1.62965,-1.6306,0,0,0,0,0,0,0,0
2.51,251,0,0,0,0,1.62943,-1.63039,0,0,0,0,0,0,0,0
2.52,252,0,0,0,0,1.62922,-1.63018,0,0,0,0,0,0,0,0
2.53,253,0,0,0,0,1.629,-1.62997,0,0,0,0,0,0,0,0
2.54,254,0,0,0,0,1.62878,-1.62976,0,0,0,0,0,0,0,0
2.55,255,0,0,0,0,1.62857,-1.62955,0,0,0,0,0,0,0,0
2.56,256,0,0,0,0,1.62835,-1.62934,0,0,0,0,0,0,0,0
2.57,257,0,0,0,0,1.62814,-1.62913,0,0,0,0,0,0,0,0
2.58,258,0,0,0,0,1.62793,-1.62892,0,0,0,0,0,0,0,0
2.59,259,0,0,0,0,1.62772,-1.62872,0,0,0,0,0,0,0,0
2.6,260,0,0,0,0,1.6275,-1.62851,0,0,0,0,0,0,0,0
2.61,261,0,0,0,0,1.62729,-1.62831,0,0,0,0,0,0,0,0
2.62,262,0,0,0,0,1.62708,-1.6281,0,0,0,0,0,0,0,0
2.63,263,0,0,0,0,1.62688,-1.6279,0,0,0,0,0,0,0,0
2.64,264,0,0,0,0,1.62667,-1.62769,0,0,0,0,0,0,0,0
2.65,265,0,0,0,0,1.62646,-1.62749,0,0,0,0,0,0,0,0
2.66,266,0,0,0,0,1.62625,-1.62729,0,0,0,0,0,0,0,0
2.67,267,0,0,0,0,1.62605,-1.62709,0,0,0,0,0,0,0,0
2.68,268,0,0,0,0,1.62584,-1.62689,0,0,0,0,0,0,0,0
2.69,269,0,0,0,0,1.62564,-1.62669,0,0,0,0,0,0,0,0
2.7,270,0,0,0,0,1.62544,-1.62649,0,0,0,0,0,0,0,0
2.71,271,0,0,0,0,1.62523,-1.62629,0,0,0,0,0,0,0,0
2.72,272,0,0,0,0,1.62503,-1.62609,0,0,0,0,0,0,0,0
2.73,273,0,0,0,0,1.62483,-1.6259,0,0,0,0,0,0,0,0
2.74,274,0,0,0,0,1.62463,-1.6257,0,0,0,0,0,0,0,0
2.75,275,0,0,0,0,1.62443,-1.62551,0,0,0,0,0,0,0,0
2.76,276,0,0,0,0,1.62423,-1.62531,0,0,0,0,0,0,0,0
2.77,277,0,0,0,0,1.62403,-1.62512,0,0,0,0,0,0,0,0
2.78,278,0,0,0,0,1.62383,-1.62492,0,0,0,0,0,0,0,0
2.79,279,0,0,0,0,1.62364,-1.62473,0,0,0,0,0,0,0,0
2.8,280,0,0,0,0,1.62344,-1.62454,0,0,0,0,0,0,0,0
2.81,281,0,0,0,0,1.62324,-1.62435,0,0,0,0,0,0,0,0
2.82,282,0,0,0,0,1.62305,-1.62416,0,0,0,0,0,0,0,0
2.83,283,0,0,0,0,1.62286,-1.62397,0,0,0,0,0,0,0,0
2.84,284,0,0,0,0,1.62266,-1.62378,0,0,0,0,0,0,0,0
2.85,285,0,0,0,0,1.62247,-1.62359,0,0,0,0,0,0,0,0
2.86,286,0,0,0,0,1.62228,-1.6234,0,0,0,0,0,0,0,0
2.87,287,0,0,0,0,1.62209,-1.62321,0,0,0,0,0,0,0,0
2.88,288,0,0,0,0,1.6219,-1.62303,0,0,0,0,0,0,0,0
2.89,289,0,0,0,0,1.62171,-1.62284,0,0,0,0,0,0,0,0
2.9,290,0,0,0,0,1.62152,-1.62266,0,0,0,0,0,0,0,0
2.91,291,0,0,0,0,1.62133,-1.62247,0,0,0,0,0,0,0,0
2.92,292,0,0,0,0,1.62114,-1.62229,0,0,0,0,0,0,0,0
2.93,293,0,0,0,0,1.62095,-1.6221,0,0,0,0,0,0,0,0
2.94,294,0,0,0,0,1.62077,-1.62192,0,0,0,0,0,0,0,0
2.95,295,0,0,0,0,1.62058,-1.62174,0,0,0,0,0,0,0,0
2.96,296,0,0,0,0,1.6204,-1.62156,0,0,0,0,0,0,0,0
2.97,297,0,0,0,0,1.62021,-1.62137,0,0,0,0,0,0,0,0
2.98,298,0,0,0,0,1.62003,-1.62119,0,0,0,0,0,0,0,0
2.99,299,0,0,0,0,1.61984,-1.62101,0,0,0,0,0,0,0,0
3,300,0,0,0,0,1.61966,-1.62084,0,0,0,0,0,0,0,0
3.01,301,0,0,0,0,1.61948,-1.62066,0,0,0,0,0,0,0,0
3.02,302,0,0,0,0,1.6193,-1.62048,0,0,0,0,0,0,0,0
3.03,303,0,0,0,0,1.61912,-1.6203,0,0,0,0,0,0,0,0
3.04,304,0,0,0,0,1.61894,-1.62013,0,0,0,0,0,0,0,0
3.05,305,0,0,0,0,1.61876,-1.61995,0,0,0,0,0,0,0,0
3.06,306,0,0,0,0,1.61858,-1.61977,0,0,0,0,0,0,0,0
3.07,307,0,0,0,0,1.6184,-1.6196,0,0,0,0,0,0,0,0
3.08,308,0,0,0,0,1.61823,-1.61943,0,0,0,0,0,0,0,0
3.09,309,0,0,0,0,1.61805,-1.61925,0,0,0,0,0,0,0,0
3.1,310,0,0,0,0,1.61787,-1.61908,0,0,0,0,0,0,0,0
3.11,311,0,0,0,0,1.6177,-1.61891,0,0,0,0,0,0,0,0
3.12,312,0,0,0,0,1.61752,-1.61873,0,0,0,0,0,0,0,0
3.13,313,0,0,0,0,1.61735,-1.61856,0,0,0,0,0,0,0,0
3.14,314,0,0,0,0,1.61718,-1.61839,0,0,0,0,0,0,0,0
3.15,315,0,0,0,0,1.617,-1.61822,0,0,0,0,0,0,0,0
3.16,316,0,0,0,0,1.61683,-1.61805,0,0,0,0,0,0,0,0
3.17,317,0,0,0,0,1.61666,-1.61788,0,0,0,0,0,0,0,0
3.18,318,0,0,0,0,1.61649,-1.61772,0,0,0,0,0,0,0,0
3.19,319,0,0,0,0,1.61632,-1.61755,0,0,0,0,0,0,0,0
3.2,320,0,0,0,0,1.61615,-1.61738,0,0,0,0,0,0,0,0
3.21,321,0,0,0,0,1.61598,-1.61722,0,0,0,0,0,0,0,0
3.22,322,0,0,0,0,1.61581,-1.61705,0,0,0,0,0,0,0,0
3.23,323,0,0,0,0,1.61564,-1.61688,0,0,0,0,0,0,0,0
3.24,324,0,0,0,0,1.61548,-1.61672,0,0,0,0,0,0,0,0
3.25,325,0,0,0,0,1.61531,-1.61656,0,0,0,0,0,0,0,0
3.26,326,0,0,0,0,1.61515,-1.61639,0,0,0,0,0,0,0,0
3.27,327,0,0,0,0,1.61498,-1.61623,0,0,0,0,0,0,0,0
3.28,328,0,0,0,0,1.61482,-1.61607,0,0,0,0,0,0,0,0
3.29,329,0,0,0,0,1.61465,-1.6159,0,0,0,0,0,0,0,0
3.3,330,0,0,0,0,1.61449,-1.61574,0,0,0,0,0,0,0,0
3.31,331,0,0,0,0,1.61432,-1.61558,0,0,0,0,0,0,0,0
3.32,332,0,0,0,0,1.61416,-1.61542,0,0,0,0,0,0,0,0
3.33,333,0,0,0,0,1.614,-1.61526,0,0,0,0,0,0,0,0
3.34,334,0,0,0,0,1.61384,-1.6151,0,0,0,0,0,0,0,0
3.35,335,0,0,0,0,1.61368,-1.61495,0,0,0,0,0,0,0,0
3.36,336,0,0,0,0,1.61352,-1.61479,0,0,0,0,0,0,0,0
3.37,337,0,0,0,0,1.61336,-1.61463,0,0,0,0,0,0,0,0
